user-0;7.0
user-1;7.0
user-2;7.333333333333333
user-3;8.0
user-4;7.666666666666667
user-5;7.0
user-6;6.666666666666667
user-7;6.333333333333333
user-8;7.0
user-9;7.0
user-10;7.0
user-11;5.333333333333333
user-12;6.666666666666667
user-13;5.333333333333333
user-14;7.333333333333333
user-15;7.0
user-16;6.666666666666667
user-17;7.0
user-18;6.666666666666667
user-19;6.0
user-20;7.333333333333333
user-21;6.333333333333333
user-22;5.333333333333333
user-23;6.666666666666667
user-24;5.0
user-25;6.666666666666667
user-26;7.0
user-27;7.0
user-28;7.666666666666667
user-29;6.666666666666667
user-30;6.333333333333333
user-31;6.666666666666667
user-32;6.333333333333333
user-33;5.333333333333333
user-34;6.0
user-35;6.333333333333333
user-36;7.666666666666667
user-37;7.333333333333333
user-38;6.666666666666667
user-39;7.333333333333333
user-40;7.0
user-41;6.333333333333333
user-42;7.0
user-43;7.0
user-44;6.333333333333333
user-45;7.0
user-46;6.0
user-47;6.666666666666667
user-48;7.333333333333333
user-49;6.666666666666667
user-50;7.0
user-51;6.333333333333333
user-52;6.333333333333333
user-53;6.666666666666667
user-54;7.333333333333333
user-55;7.0
user-56;7.333333333333333
user-57;7.0
user-58;7.0
user-59;6.333333333333333
user-60;6.666666666666667
user-61;7.333333333333333
user-62;6.666666666666667
user-63;7.0
user-64;7.0
user-65;6.0
user-66;7.333333333333333
user-67;6.666666666666667
user-68;7.0
user-69;6.0
user-70;7.333333333333333
user-71;6.0
user-72;6.666666666666667
user-73;7.0
user-74;6.666666666666667
user-75;5.666666666666667
user-76;7.666666666666667
user-77;6.333333333333333
user-78;7.0
user-79;7.0
user-80;7.666666666666667
user-81;7.0
user-82;7.0
user-83;7.0
user-84;6.333333333333333
user-85;7.666666666666667
user-86;6.666666666666667
user-87;7.333333333333333
user-88;6.333333333333333
user-89;6.666666666666667
user-90;6.666666666666667
user-91;6.666666666666667
user-92;5.333333333333333
user-93;5.333333333333333
user-94;6.333333333333333
user-95;7.0
user-96;7.0
user-97;7.333333333333333
user-98;7.666666666666667
user-99;7.0
user-100;7.333333333333333
user-101;7.0
user-102;6.666666666666667
user-103;6.666666666666667
user-104;7.666666666666667
user-105;7.0
user-106;6.333333333333333
user-107;8.0
user-108;7.0
user-109;7.0
user-110;7.333333333333333
user-111;7.333333333333333
user-112;7.0
user-113;6.666666666666667
user-114;7.666666666666667
user-115;6.666666666666667
user-116;5.333333333333333
user-117;7.0
user-118;6.666666666666667
user-119;6.333333333333333
user-120;7.0
user-121;6.333333333333333
user-122;7.0
user-123;7.0
user-124;6.666666666666667
user-125;7.333333333333333
user-126;7.0
user-127;6.333333333333333
user-128;7.333333333333333
user-129;7.333333333333333
user-130;7.666666666666667
user-131;6.0
user-132;6.333333333333333
user-133;5.666666666666667
user-134;7.0
user-135;7.0
user-136;6.333333333333333
user-137;6.666666666666667
user-138;6.666666666666667
user-139;7.0
user-140;6.333333333333333
user-141;7.333333333333333
user-142;6.666666666666667
user-143;6.666666666666667
user-144;7.333333333333333
user-145;6.666666666666667
user-146;6.333333333333333
user-147;8.0
user-148;6.333333333333333
user-149;5.666666666666667
user-150;7.333333333333333
user-151;7.0
user-152;7.0
user-153;6.666666666666667
user-154;7.333333333333333
user-155;7.333333333333333
user-156;6.333333333333333
user-157;7.0
user-158;7.333333333333333
user-159;6.0
user-160;7.333333333333333
user-161;7.0
user-162;6.666666666666667
user-163;6.0
user-164;7.0
user-165;7.333333333333333
user-166;6.666666666666667
user-167;7.0
user-168;7.0
user-169;7.0
user-170;7.0
user-171;7.333333333333333
user-172;7.666666666666667
user-173;7.0
user-174;6.333333333333333
