abandono;1.46666666666667;
abatir;3.03333333333333;
abierto;5.6;
abismo;2.76666666666667;
abrazar;8.66666666666667;
abrazo;8.13793103448276;
abroncar;2.42857142857143;
abuso;1.46666666666667;
acariciar;8.2;
acatar;3.96551724137931;
aceptación;7.76666666666667;
acera;4.43333333333333;
aclamar;6.13333333333333;
acné;2.06666666666667;
acogedora;7.93333333333333;
acosar;1.73333333333333;
actuar;6;
acuarela;5.93333333333333;
acuático;5.96666666666667;
acuchillar;1.86666666666667;
acusar;3;
admirar;7.4;
adulterado;2.62068965517241;
adulterio;2.26666666666667;
advertir;4.2;
afamado;5.42105263157895;
afectuoso;7.23333333333333;
afición;7.1;
agencia;4.82758620689655;
aglomeración;3.36666666666667;
agonizar;1.2;
agradar;8.06666666666667;
agredir;1.8;
agua;6.8;
aguijón;2.51724137931034;
ahogar;1.6;
ahorcar;1.55172413793103;
alabar;6.43333333333333;
alarma;3;
alarmar;4;
alegrar;8.6;
alegría;8.6;
alentador;6.96551724137931;
alicatar;4.71428571428571;
alimentar;6.83333333333333;
alterado;3.63333333333333;
alto;5.66666666666667;
aludir;4.68965517241379;
amar;8.63333333333333;
amargura;1.9;
amenazado;1.93333333333333;
amenazador;2.03333333333333;
amenazar;1.86666666666667;
amistad;8.33333333333333;
amistoso;7.76666666666667;
amordazar;1.75862068965517;
amplia;5.13333333333333;
amputación;1.6;
ancho;4.46666666666667;
anclar;5.03333333333333;
animar;8.03225806451613;
aniquilar;1.62068965517241;
anorexia;1.4;
anotar;5.06896551724138;
ansiedad;2.13333333333333;
anticuado;3.7;
antiguo;5.4;
antipático;2.9;
apaciguado;6.13793103448276;
aparato;4.26666666666667;
apasionado;7.76666666666667;
apendicitis;1.75862068965517;
aperitivo;6.93333333333333;
apestoso;1.8;
apilar;4.76666666666667;
aplastar;2.73333333333333;
aplaudir;7.4;
aplausos;7.46666666666667;
apodar;4.63333333333333;
aprobar;8.33333333333333;
araña;2.1;
armar;3.93333333333333;
armonía;7.66666666666667;
aroma;7;
arrasar;4.16129032258065;
arriesgado;5;
arrimar;5.58620689655172;
arrollar;2.44827586206897;
arroz;5.4;
arruinar;2.3;
artículo;5.7;
artístico;7.13333333333333;
asaltar;2.68965517241379;
asfixiar;1.33333333333333;
asombrar;6.16666666666667;
astuto;6.66666666666667;
asustar;3.06666666666667;
atacar;2.63333333333333;
ataque;2.8;
atardecer;7.1;
atasco;1.83333333333333;
ataúd;1.96666666666667;
atemorizar;2.2;
atender;5.63333333333333;
aterrar;1.83333333333333;
aterrorizar;1.76666666666667;
atmosférico;4.56666666666667;
átomo;4.56666666666667;
atontado;3.3;
atornillar;4.76666666666667;
atracar;2.53333333333333;
atractivo;7.3;
atravesar;4.8;
aturdido;2.56666666666667;
ausencia;3.26666666666667;
auténtico;7.13333333333333;
auxiliar;6.4;
aventurero;7.36666666666667;
aversivo;1.92857142857143;
avispado;6.8;
azulejo;4.73333333333333;
babosa;2.93103448275862;
bailar;7.5;
baile;7.5;
balneario;7.93333333333333;
barba;5.7;
bebé;7.6;
bello;7.93333333333333;
beneficio;7.5;
besar;8.43333333333333;
bienestar;7.93333333333333;
bikini;6.2;
binario;4.26666666666667;
bochorno;2.86666666666667;
bola;4.56666666666667;
bombardear;1.53333333333333;
bondadoso;7.9;
bonito;7.96666666666667;
borroso;3.36666666666667;
bosque;7.63333333333333;
botón;4.8;
brincar;6.7741935483871;
broma;6.4;
cachorro;8.1;
caducado;2.7;
caer;2.46666666666667;
calavera;3.16666666666667;
calentar;5.4;
calma;7.56666666666667;
calmado;6.7;
calmante;5.66666666666667;
camping;6.5;
canal;4.56666666666667;
canción;7.56666666666667;
cansancio;2.8;
cantar;6.9;
capa;4.43333333333333;
caprichoso;2.9;
carcajada;8.6;
carismático;7.10344827586207;
cartesiano;4.39130434782609;
castigar;1.9;
catástrofe;1.3;
cauto;5.75862068965517;
cazar;2.2;
cefalea;1.92592592592593;
ceguera;1.86666666666667;
celda;1.83333333333333;
celebración;8.23333333333333;
celebrar;7.53333333333333;
celulitis;2.73333333333333;
chaquetero;2.26666666666667;
charca;5.5;
charlar;7.03225806451613;
chimenea;5.9;
chistoso;7.2;
chivato;2.6;
chuchería;7.36666666666667;
chulo;3.73333333333333;
cifrado;5.17857142857143;
cine;7.9;
cirugía;3.26666666666667;
cita;6.46666666666667;
claridad;7;
clase;6;
clavel;6.66666666666667;
coacción;2.13333333333333;
coaccionar;2.17857142857143;
cobrar;7.37931034482759;
cocer;4.72413793103448;
codicioso;2.53333333333333;
colorado;5.1;
comentario;4.86666666666667;
comenzar;6.13333333333333;
cómico;7.63333333333333;
